char_a,char_b,common_neighbors_after_book5,is_dead_character,is_historical_figure,is_narrative_exit,genuine_refusal
Crookshanks,Minerva McGonagall,18,False,False,False,True
Rolanda Hooch,Tom Riddle,18,False,False,False,True
Dobby,Gregory Goyle,18,False,False,False,True
Draco Malfoy,Padma Patil,18,False,False,False,True
Colin Creevey,Molly Weasley,18,False,False,False,True
Dolores Umbridge,Fleur Delacour,18,False,False,False,True
Lavender Brown,Vincent Crabbe,17,False,False,False,True
Cedric Diggory,Peeves,17,True,False,False,False
Mungo Bonham,Vincent Crabbe,17,False,False,False,True
Fred Weasley,Sorting Hat,17,False,False,False,True
Katie Bell,Percy Weasley,17,False,False,True,False
Bartemius Crouch Senior,Colin Creevey,17,True,False,False,False
Peter Pettigrew,Poppy Pomfrey,17,False,False,False,True
Colin Creevey,Sybill Trelawney,17,False,False,False,True
Gilderoy Lockhart,Rolanda Hooch,17,False,False,True,False
Kingsley Shacklebolt,Poppy Pomfrey,17,False,False,False,True
Dobby,Peeves,17,False,False,False,True
Cornelius Fudge,Parvati Patil,17,False,False,False,True
Kreacher,Minerva McGonagall,17,False,False,False,True
Angelina Johnson,Lavender Brown,17,False,False,False,True
Draco Malfoy,Hannah Abbott,17,False,False,False,True
Draco Malfoy,Pigwidgeon,17,False,False,False,True
Alastor Moody,Crookshanks,17,False,False,False,True
Nymphadora Tonks,Vincent Crabbe,17,False,False,False,True
Colin Creevey,Viktor Krum,17,False,False,False,True
Lavender Brown,Percy Weasley,17,False,False,True,False
Draco Malfoy,Merlin,17,False,True,False,False
Draco Malfoy,Mundungus Fletcher,17,False,False,False,True
Sirius Black,Winky,17,True,False,False,False
Buckbeak,William Weasley,17,False,False,False,True
Justin Finch-Fletchley,Sirius Black,17,True,False,False,False
Alastor Moody,Charles Weasley,17,False,False,False,True
Gregory Goyle,Luna Lovegood,17,False,False,False,True
Pansy Parkinson,Remus Lupin,17,False,False,False,True
Dolores Umbridge,Fat Lady,17,False,False,False,True
Hedwig,Vincent Crabbe,17,False,False,False,True
Hedwig,William Weasley,17,False,False,False,True
Hedwig,Helga Hufflepuff,17,False,True,False,False
Pansy Parkinson,Poppy Pomfrey,17,False,False,False,True
Gregory Goyle,Rolanda Hooch,17,False,False,False,True
Bartemius Crouch Senior,Nymphadora Tonks,17,True,False,False,False
Bartemius Crouch Senior,Mungo Bonham,17,True,False,False,False
Olympe Maxime,William Weasley,17,False,False,False,True
Gregory Goyle,Peeves,17,False,False,False,True
Gregory Goyle,Parvati Patil,17,False,False,False,True
Helga Hufflepuff,Rita Skeeter,17,False,True,False,False
Gregory Goyle,Ludovic Bagman,17,False,False,False,True
Lee Jordan,Seamus Finnigan,17,False,False,False,True
Olympe Maxime,Salazar Slytherin,17,False,True,False,False
Bartemius Crouch Senior,Helga Hufflepuff,17,True,True,False,False
Cornelius Fudge,Mundungus Fletcher,17,False,False,False,True
Graham Montague,Oliver Wood,17,False,False,True,False
Igor Karkaroff,Lucius Malfoy,17,False,False,False,True
Igor Karkaroff,Poppy Pomfrey,17,False,False,False,True
Igor Karkaroff,Seamus Finnigan,17,False,False,False,True
Dolores Umbridge,Olympe Maxime,17,False,False,False,True
Alicia Spinnet,Percy Weasley,17,False,False,True,False
Percy Weasley,Rolanda Hooch,17,False,False,True,False
Justin Finch-Fletchley,Rowena Ravenclaw,17,False,True,False,False
Buckbeak,Father Christmas,17,False,True,False,False
Alicia Spinnet,Tom Riddle,17,False,False,False,True
Draco Malfoy,Sorting Hat,17,False,False,False,True
Bellatrix Lestrange,George Weasley,17,False,False,False,True
Rowena Ravenclaw,Sybill Trelawney,17,False,True,False,False
Cho Chang,Lavender Brown,17,False,False,False,True
Argus Filch,Parvati Patil,17,False,False,False,True
Dean Thomas,Rolanda Hooch,17,False,False,False,True
Filius Flitwick,Igor Karkaroff,17,False,False,False,True
Charles Weasley,Tom Riddle,17,False,False,False,True
Argus Filch,Lee Jordan,17,False,False,False,True
Marcus Flint,Rowena Ravenclaw,17,False,True,False,False
Father Christmas,Vernon Dursley,17,False,True,False,False
Cho Chang,Igor Karkaroff,17,False,False,False,True
Colin Creevey,Hedwig,17,False,False,False,True
Father Christmas,Rita Skeeter,17,False,True,False,False
Marcus Flint,Sirius Black,17,True,False,False,False
Marcus Flint,Tom Riddle,17,False,False,False,True
Father Christmas,Peter Pettigrew,17,False,True,False,False
Cho Chang,Lucius Malfoy,17,False,False,False,True
Vernon Dursley,William Weasley,17,False,False,False,True
Minerva McGonagall,Pigwidgeon,17,False,False,False,True
Cuthbert Binns,Rubeus Hagrid,17,False,False,False,True
Dean Thomas,Olympe Maxime,17,False,False,False,True
Ernest Macmillan,Luna Lovegood,17,False,False,False,True
Remus Lupin,Rita Skeeter,17,False,False,False,True
Remus Lupin,Rolanda Hooch,17,False,False,False,True
Argus Filch,Ernest Macmillan,17,False,False,False,True
Fat Lady,Poppy Pomfrey,17,False,False,False,True
Roger Davies,Salazar Slytherin,17,False,True,False,False
Alastor Moody,Peeves,17,False,False,False,True
Argus Filch,Arthur Weasley,17,False,False,False,True
Fang,Fred Weasley,17,False,False,False,True
Ernest Macmillan,Sirius Black,17,True,False,False,False
Mrs Norris,Sirius Black,17,True,False,False,False
Dobby,Viktor Krum,17,False,False,False,True
Charles Weasley,Neville Longbottom,17,False,False,False,True
Filius Flitwick,Peeves,17,False,False,False,True
Arthur Weasley,Cedric Diggory,17,True,False,False,False
Lucius Malfoy,Luna Lovegood,17,False,False,False,True
Lucius Malfoy,Ludovic Bagman,17,False,False,False,True
Charles Weasley,Ludovic Bagman,17,False,False,False,True
Dudley Dursley,Percy Weasley,17,False,False,True,False
Filius Flitwick,Vernon Dursley,17,False,False,False,True
Poppy Pomfrey,Rolanda Hooch,17,False,False,False,True
Lucius Malfoy,Seamus Finnigan,17,False,False,False,True
Lee Jordan,Tom Riddle,17,False,False,False,True
Pomona Sprout,Salazar Slytherin,17,False,True,False,False
Pomona Sprout,Remus Lupin,17,False,False,False,True
Filius Flitwick,Olympe Maxime,17,False,False,False,True
Bartemius Crouch Senior,Oliver Wood,16,True,False,True,False
Dean Thomas,Igor Karkaroff,16,False,False,False,True
Angelina Johnson,Lucius Malfoy,16,False,False,False,True
Minerva McGonagall,Roger Davies,16,False,False,False,True
Hedwig,Viktor Krum,16,False,False,False,True
Argus Filch,Fleur Delacour,16,False,False,False,True
Arthur Weasley,Filius Flitwick,16,False,False,False,True
Alastor Moody,Bellatrix Lestrange,16,False,False,False,True
Lee Jordan,Pansy Parkinson,16,False,False,False,True
Pansy Parkinson,Percy Weasley,16,False,False,True,False
Cuthbert Binns,Tom Riddle,16,False,False,False,True
Dobby,Lee Jordan,16,False,False,False,True
Dobby,Mungo Bonham,16,False,False,False,True
Argus Filch,Buckbeak,16,False,False,False,True
Arthur Weasley,Kreacher,16,False,False,False,True
Lucius Malfoy,Oliver Wood,16,False,False,True,False
Molly Weasley,Pansy Parkinson,16,False,False,False,True
Molly Weasley,Parvati Patil,16,False,False,False,True
Cornelius Fudge,Peeves,16,False,False,False,True
Molly Weasley,Petunia Dursley,16,False,False,False,True
Dean Thomas,Peeves,16,False,False,False,True
Ludovic Bagman,Rowena Ravenclaw,16,False,True,False,False
Minerva McGonagall,Mundungus Fletcher,16,False,False,False,True
Sirius Black,Sorting Hat,16,True,False,False,False
Barry Ryan,Ronald Weasley,16,False,False,False,True
Argus Filch,Rita Skeeter,16,False,False,False,True
Crookshanks,Dolores Umbridge,16,False,False,False,True
Ludovic Bagman,Oliver Wood,16,False,False,True,False
Katie Bell,Tom Riddle,16,False,False,False,True
Vernon Dursley,Viktor Krum,16,False,False,False,True
Cuthbert Binns,Ginevra Weasley,16,False,False,False,True
Viktor Krum,Vincent Crabbe,16,False,False,False,True
Bartemius Crouch Senior,Crookshanks,16,True,False,False,False
Tom Riddle,Winky,16,False,False,False,True
Kreacher,Nymphadora Tonks,16,False,False,False,True
Marcus Flint,Percy Weasley,16,False,False,True,False
Crookshanks,Poppy Pomfrey,16,False,False,False,True
Sybill Trelawney,William Weasley,16,False,False,False,True
Kreacher,Poppy Pomfrey,16,False,False,False,True
Justin Finch-Fletchley,Remus Lupin,16,False,False,False,True
Alastor Moody,Alicia Spinnet,16,False,False,False,True
Bartemius Crouch Senior,Fat Lady,16,True,False,False,False
Olympe Maxime,Remus Lupin,16,False,False,False,True
Igor Karkaroff,William Weasley,16,False,False,False,True
Olympe Maxime,Rowena Ravenclaw,16,False,True,False,False
Lavender Brown,Salazar Slytherin,16,False,True,False,False
Arthur Weasley,Vincent Crabbe,16,False,False,False,True
Merlin,Minerva McGonagall,16,False,True,False,False
Kingsley Shacklebolt,Mungo Bonham,16,False,False,False,True
Marcus Flint,Remus Lupin,16,False,False,False,True
Colin Creevey,Cornelius Fudge,16,False,False,False,True
Cedric Diggory,Hedwig,16,True,False,False,False
Gilderoy Lockhart,Luna Lovegood,16,False,False,True,False
Fleur Delacour,Lee Jordan,16,False,False,False,True
Albus Dumbledore,Cassius Warrington,16,False,False,False,True
Fleur Delacour,Parvati Patil,16,False,False,False,True
Dudley Dursley,Minerva McGonagall,16,False,False,False,True
Fleur Delacour,Vincent Crabbe,16,False,False,False,True
Charles Weasley,Helga Hufflepuff,16,False,True,False,False
Alastor Moody,Ernest Macmillan,16,False,False,False,True
Colin Creevey,Marcus Flint,16,False,False,False,True
Cedric Diggory,Nymphadora Tonks,16,True,False,False,False
Pigwidgeon,Tom Riddle,16,False,False,False,True
Draco Malfoy,Roger Davies,16,False,False,False,True
Cedric Diggory,Lavender Brown,16,True,False,False,False
George Weasley,Merlin,16,False,True,False,False
Hedwig,Peter Pettigrew,16,False,False,False,True
Pigwidgeon,Severus Snape,16,False,False,False,True
Cassius Warrington,Severus Snape,16,False,False,False,True
Cassius Warrington,Rubeus Hagrid,16,False,False,False,True
George Weasley,Winky,16,False,False,False,True
Petunia Dursley,Sirius Black,16,True,False,False,False
Gilderoy Lockhart,Lavender Brown,16,False,False,True,False
Gilderoy Lockhart,Lee Jordan,16,False,False,True,False
Fleur Delacour,Gregory Goyle,16,False,False,False,True
Alastor Moody,Rolanda Hooch,16,False,False,False,True
Filius Flitwick,Peter Pettigrew,16,False,False,False,True
Father Christmas,Marcus Flint,16,False,True,False,False
Ernest Macmillan,Rowena Ravenclaw,16,False,True,False,False
Rita Skeeter,Vernon Dursley,16,False,False,False,True
Rita Skeeter,Seamus Finnigan,16,False,False,False,True
Ernest Macmillan,Remus Lupin,16,False,False,False,True
Colin Creevey,Father Christmas,16,False,True,False,False
Ernest Macmillan,Parvati Patil,16,False,False,False,True
Alastor Moody,Petunia Dursley,16,False,False,False,True
Alastor Moody,Kreacher,16,False,False,False,True
Cho Chang,Marcus Flint,16,False,False,False,True
Father Christmas,Peeves,16,False,True,False,False
Dudley Dursley,Poppy Pomfrey,16,False,False,False,True
Ernest Macmillan,Gilderoy Lockhart,16,False,False,True,False
Colin Creevey,Lee Jordan,16,False,False,False,True
Cho Chang,Hedwig,16,False,False,False,True
Prime Minister,Rowena Ravenclaw,16,False,True,False,False
Prime Minister,Rita Skeeter,16,False,False,False,True
Dudley Dursley,Remus Lupin,16,False,False,False,True
Poppy Pomfrey,Vernon Dursley,16,False,False,False,True
Charles Weasley,Severus Snape,16,False,False,False,True
Filius Flitwick,Mungo Bonham,16,False,False,False,True
Mrs Norris,Percy Weasley,16,False,False,True,False
Angelina Johnson,Seamus Finnigan,16,False,False,False,True
Gilderoy Lockhart,Pansy Parkinson,16,False,False,True,False
Peeves,Sybill Trelawney,16,False,False,False,True
Cornelius Fudge,Crookshanks,16,False,False,False,True
Bertha Jorkins,Minerva McGonagall,16,True,False,False,False
Dolores Umbridge,Peter Pettigrew,16,False,False,False,True
Godric Gryffindor,Mundungus Fletcher,16,False,True,False,False
Bartemius Crouch Senior,Rowena Ravenclaw,16,True,True,False,False
Dolores Umbridge,Graham Montague,16,False,False,False,True
Godric Gryffindor,Pigwidgeon,16,False,True,False,False
Cornelius Fudge,Pansy Parkinson,16,False,False,False,True
Percy Weasley,Sorting Hat,16,False,False,True,False
Bellatrix Lestrange,Dolores Umbridge,16,False,False,False,True
Dolores Umbridge,Igor Karkaroff,16,False,False,False,True
Cornelius Fudge,Kreacher,16,False,False,False,True
Dolores Umbridge,Mundungus Fletcher,16,False,False,False,True
Albus Dumbledore,Pigwidgeon,16,False,False,False,True
Gregory Goyle,Nymphadora Tonks,16,False,False,False,True
Rita Skeeter,Vincent Crabbe,16,False,False,False,True
Dean Thomas,Justin Finch-Fletchley,16,False,False,False,True
Alicia Spinnet,Father Christmas,16,False,True,False,False
Gilderoy Lockhart,Prime Minister,16,False,False,True,False
Peter Pettigrew,Prime Minister,16,False,False,False,True
Gilderoy Lockhart,Vernon Dursley,16,False,False,True,False
Gilderoy Lockhart,Viktor Krum,16,False,False,True,False
Ginevra Weasley,Peter Pettigrew,16,False,False,False,True
Cassius Warrington,Cedric Diggory,16,True,False,False,False
Pansy Parkinson,Sybill Trelawney,16,False,False,False,True
Albus Dumbledore,Cuthbert Binns,16,False,False,False,True
Hedwig,Lucius Malfoy,16,False,False,False,True
Hedwig,Oliver Wood,16,False,False,True,False
Colin Creevey,Seamus Finnigan,16,False,False,False,True
Dolores Umbridge,Sorting Hat,16,False,False,False,True
Ginevra Weasley,Padma Patil,16,False,False,False,True
Gilderoy Lockhart,Peeves,16,False,False,True,False
Albus Dumbledore,Hannah Abbott,16,False,False,False,True
Alastor Moody,Katie Bell,15,False,False,False,True
Alastor Moody,Justin Finch-Fletchley,15,False,False,False,True
Prime Minister,Seamus Finnigan,15,False,False,False,True
Parvati Patil,Pomona Sprout,15,False,False,False,True
Parvati Patil,Peeves,15,False,False,False,True
Padma Patil,Rubeus Hagrid,15,False,False,False,True
Prime Minister,Viktor Krum,15,False,False,False,True
Alastor Moody,Marcus Flint,15,False,False,False,True
Alicia Spinnet,Molly Weasley,15,False,False,False,True
Prime Minister,Vincent Crabbe,15,False,False,False,True
Quirinus Quirrell,Remus Lupin,15,False,False,False,True
Mrs Norris,Poppy Pomfrey,15,False,False,False,True
Quirinus Quirrell,Sirius Black,15,True,False,False,False
Quirinus Quirrell,Salazar Slytherin,15,False,True,False,False
Mrs Norris,Vincent Crabbe,15,False,False,False,True
Mrs Norris,Remus Lupin,15,False,False,False,True
Alicia Spinnet,Dobby,15,False,False,False,True
Angelina Johnson,Hedwig,15,False,False,False,True
Peter Pettigrew,Seamus Finnigan,15,False,False,False,True
Alastor Moody,Cuthbert Binns,15,False,False,False,True
Angelina Johnson,Cornelius Fudge,15,False,False,False,True
Sorting Hat,Vincent Crabbe,15,False,False,False,True
Oliver Wood,Prime Minister,15,False,False,True,False
Alastor Moody,Dudley Dursley,15,False,False,False,True
Alicia Spinnet,Sybill Trelawney,15,False,False,False,True
Mungo Bonham,Sybill Trelawney,15,False,False,False,True
Mungo Bonham,Salazar Slytherin,15,False,True,False,False
Peeves,Vincent Crabbe,15,False,False,False,True
Olympe Maxime,Prime Minister,15,False,False,False,True
Aberforth Dumbledore,Rubeus Hagrid,15,False,False,False,True
Albus Dumbledore,Anthony Goldstein,15,False,False,False,True
Mundungus Fletcher,Poppy Pomfrey,15,False,False,False,True
Peeves,Seamus Finnigan,15,False,False,False,True
Nymphadora Tonks,Vernon Dursley,15,False,False,False,True
Poppy Pomfrey,Sorting Hat,15,False,False,False,True
Mrs Norris,Tom Riddle,15,False,False,False,True
Alastor Moody,Quirinus Quirrell,15,False,False,False,True
Alastor Moody,Pigwidgeon,15,False,False,False,True
Alicia Spinnet,Parvati Patil,15,False,False,False,True
Bartemius Crouch Senior,Pigwidgeon,15,True,False,False,False
Argus Filch,Marcus Flint,15,False,False,False,True
Fat Lady,Filius Flitwick,15,False,False,False,True
Fat Lady,Molly Weasley,15,False,False,False,True
Fat Lady,Prime Minister,15,False,False,False,True
Aberforth Dumbledore,Minerva McGonagall,15,False,False,False,True
Fat Lady,Salazar Slytherin,15,False,True,False,False
Father Christmas,Justin Finch-Fletchley,15,False,True,False,False
Father Christmas,Katie Bell,15,False,True,False,False
Father Christmas,Kingsley Shacklebolt,15,False,True,False,False
Father Christmas,Kreacher,15,False,True,False,False
Father Christmas,Pomona Sprout,15,False,True,False,False
Filius Flitwick,Fleur Delacour,15,False,False,False,True
Charles Weasley,Vincent Crabbe,15,False,False,False,True
Filius Flitwick,Katie Bell,15,False,False,False,True
Filius Flitwick,Lavender Brown,15,False,False,False,True
Filius Flitwick,Marcus Flint,15,False,False,False,True
Filius Flitwick,Merlin,15,False,True,False,False
Filius Flitwick,Mrs Norris,15,False,False,False,True
Filius Flitwick,Nymphadora Tonks,15,False,False,False,True
Charles Weasley,Poppy Pomfrey,15,False,False,False,True
Filius Flitwick,Quirinus Quirrell,15,False,False,False,True
Filius Flitwick,Rita Skeeter,15,False,False,False,True
Fleur Delacour,Pansy Parkinson,15,False,False,False,True
Charles Weasley,Lee Jordan,15,False,False,False,True
Charles Weasley,Father Christmas,15,False,True,False,False
Fred Weasley,Merlin,15,False,True,False,False
Fred Weasley,Winky,15,False,False,False,True
Cedric Diggory,Fat Lady,15,True,False,False,False
Cassius Warrington,Luna Lovegood,15,False,False,False,True
Fat Lady,Ludovic Bagman,15,False,False,False,True
Fang,Tom Riddle,15,False,False,False,True
Luna Lovegood,Marcus Flint,15,False,False,False,True
Fang,Salazar Slytherin,15,False,True,False,False
Dean Thomas,Pomona Sprout,15,False,False,False,True
Cuthbert Binns,George Weasley,15,False,False,False,True
Dean Thomas,Sorting Hat,15,False,False,False,True
Dobby,Fat Lady,15,False,False,False,True
Cuthbert Binns,Draco Malfoy,15,False,False,False,True
Crookshanks,Vincent Crabbe,15,False,False,False,True
Dobby,Nymphadora Tonks,15,False,False,False,True
Dobby,Olympe Maxime,15,False,False,False,True
Dobby,Quirinus Quirrell,15,False,False,False,True
Crookshanks,Dobby,15,False,False,False,True
Cornelius Fudge,Pomona Sprout,15,False,False,False,True
Cornelius Fudge,Petunia Dursley,15,False,False,False,True
Cornelius Fudge,Lee Jordan,15,False,False,False,True
Colin Creevey,William Weasley,15,False,False,False,True
Colin Creevey,Rolanda Hooch,15,False,False,False,True
Colin Creevey,Pomona Sprout,15,False,False,False,True
Colin Creevey,Pansy Parkinson,15,False,False,False,True
Draco Malfoy,Winky,15,False,False,False,True
Dudley Dursley,Godric Gryffindor,15,False,True,False,False
Dudley Dursley,Gregory Goyle,15,False,False,False,True
Dudley Dursley,Ludovic Bagman,15,False,False,False,True
Dudley Dursley,Severus Snape,15,False,False,False,True
Ernest Macmillan,Filius Flitwick,15,False,False,False,True
Ernest Macmillan,Katie Bell,15,False,False,False,True
Ernest Macmillan,Pansy Parkinson,15,False,False,False,True
Ernest Macmillan,Seamus Finnigan,15,False,False,False,True
Fang,George Weasley,15,False,False,False,True
Gilderoy Lockhart,Katie Bell,15,False,False,True,False
Gilderoy Lockhart,Peter Pettigrew,15,False,False,True,False
Gilderoy Lockhart,Quirinus Quirrell,15,False,False,True,False
Cassius Warrington,Gregory Goyle,15,False,False,False,True
Igor Karkaroff,Vernon Dursley,15,False,False,False,True
James Potter I,Minerva McGonagall,15,True,False,False,False
James Potter I,Percy Weasley,15,True,False,True,False
Justin Finch-Fletchley,Katie Bell,15,False,False,False,True
Bartemius Crouch Senior,Dudley Dursley,15,True,False,False,False
Justin Finch-Fletchley,Percy Weasley,15,False,False,True,False
Justin Finch-Fletchley,Seamus Finnigan,15,False,False,False,True
Katie Bell,Lucius Malfoy,15,False,False,False,True
Katie Bell,Parvati Patil,15,False,False,False,True
Katie Bell,Viktor Krum,15,False,False,False,True
Kreacher,Mungo Bonham,15,False,False,False,True
Kreacher,Neville Longbottom,15,False,False,False,True
Kreacher,Vincent Crabbe,15,False,False,False,True
Lavender Brown,Poppy Pomfrey,15,False,False,False,True
Arthur Weasley,Salazar Slytherin,15,False,True,False,False
Lee Jordan,Ludovic Bagman,15,False,False,False,True
Arthur Weasley,Igor Karkaroff,15,False,False,False,True
Arthur Weasley,Gregory Goyle,15,False,False,False,True
Arthur Weasley,Dean Thomas,15,False,False,False,True
Lucian Bole,Minerva McGonagall,15,False,False,False,True
Lucian Bole,Ronald Weasley,15,False,False,False,True
Lucius Malfoy,Mundungus Fletcher,15,False,False,False,True
Argus Filch,Vernon Dursley,15,False,False,False,True
Ludovic Bagman,Luna Lovegood,15,False,False,False,True
Ludovic Bagman,Nymphadora Tonks,15,False,False,False,True
Argus Filch,Rolanda Hooch,15,False,False,False,True
Argus Filch,Peter Pettigrew,15,False,False,False,True
Bartemius Crouch Senior,Luna Lovegood,15,True,False,False,False
Helga Hufflepuff,Rolanda Hooch,15,False,True,False,False
Helga Hufflepuff,Padma Patil,15,False,True,False,False
Gregory Goyle,Hedwig,15,False,False,False,True
Cassius Warrington,Cho Chang,15,False,False,False,True
Ginevra Weasley,Hannah Abbott,15,False,False,False,True
Buckbeak,Gilderoy Lockhart,15,False,False,True,False
Buckbeak,Dolores Umbridge,15,False,False,False,True
Bertha Jorkins,Molly Weasley,15,True,False,False,False
Ginevra Weasley,Roger Davies,15,False,False,False,True
Bertha Jorkins,Igor Karkaroff,15,True,False,False,False
Bertha Jorkins,George Weasley,15,True,False,False,False
Godric Gryffindor,Quirinus Quirrell,15,False,True,False,False
Bertha Jorkins,Draco Malfoy,15,True,False,False,False
Graham Montague,Gregory Goyle,15,False,False,False,True
Graham Montague,Marcus Flint,15,False,False,False,True
Bellatrix Lestrange,Minerva McGonagall,15,False,False,False,True
Helga Hufflepuff,Olympe Maxime,15,False,True,False,False
Gregory Goyle,Mungo Bonham,15,False,False,False,True
Gregory Goyle,Pomona Sprout,15,False,False,False,True
Gregory Goyle,Rita Skeeter,15,False,False,False,True
Gregory Goyle,Viktor Krum,15,False,False,False,True
Hedwig,Igor Karkaroff,15,False,False,False,True
Hedwig,Mungo Bonham,15,False,False,False,True
Hedwig,Olympe Maxime,15,False,False,False,True
Bartemius Crouch Senior,Peter Pettigrew,15,True,False,False,False
Hedwig,Rowena Ravenclaw,15,False,True,False,False
Bartemius Crouch Senior,Pansy Parkinson,15,True,False,False,False
Helga Hufflepuff,Igor Karkaroff,15,False,True,False,False
Helga Hufflepuff,Lucius Malfoy,15,False,True,False,False
Aberforth Dumbledore,Dolores Umbridge,15,False,False,False,True
